1,DummyData
128,false
129,false
130,false
131,false
132,false
133,false
134,false
135,false
136,false
137,false
138,false
139,false
140,false
141,false
142,true
143,true
144,false
145,false
146,false
147,false
148,false
149,false
150,false
151,false
152,false
153,false
154,false
155,false
156,false
157,false
158,false
159,false
160,false
161,false
162,false
163,false
164,false
166,false
167,false
168,false
169,false
170,false
171,false
172,false
174,false
175,false
176,false
177,false
178,false
179,false
180,false
181,false
182,false
183,false
184,false
186,false
188,false
189,false
190,true
191,true
192,true
193,true
194,true
195,true
196,true
198,false
202,false
204,false
205,false
206,true
207,true
208,true
210,false
212,false
214,true
215,true
216,true
217,false
219,true
220,true
221,true
222,true
223,true
224,false
225,false
226,false
227,false
228,false
229,false
230,false
231,false
232,false
233,false
234,false
235,false
236,false
237,false
238,false
239,false
240,false
241,false
242,false
243,false
244,false
245,true
246,false
247,false
248,false
249,false
250,false
251,false
252,false
253,false
254,false
255,false
256,false
257,false
258,false
259,false
260,false
261,false
262,false
263,false
264,false
265,false
266,false
267,false
268,false
269,false
270,false
271,false
272,false
273,false
274,false
275,false
276,false
277,false
278,false
279,false
280,false
281,true
282,false
283,false
284,false
285,false
286,false
287,false
288,false
289,false
290,false
291,false
292,true
293,true
294,true
295,true
296,true
297,true
298,true
299,true
300,true
301,false
302,false
303,false
304,false
305,false
306,false
307,false
308,false
309,false
310,false
311,false
312,false
313,false
314,false
315,false
316,false
317,false
318,false
319,false
320,false
321,false
322,false
323,false
324,false
325,false
326,false
327,false
328,false
329,false
330,false
331,false
332,true
333,true
334,true
335,false
336,false
337,false
338,false
339,false
340,false
341,false
342,false
343,false
344,false
345,false
346,false
347,false
348,true
349,false
350,false
351,false
352,false
353,false
354,false
355,false
356,false
357,false
358,true
359,true
360,false
361,false
362,false
363,false
364,true
365,false
366,false
367,false
368,true
369,true
370,false
371,false
372,false
373,false
374,true
375,true
376,false
377,true
378,true
379,false
380,false
381,false
382,false
383,true
384,false
385,false
386,false
387,false
388,false
389,false
390,false
391,false
392,false
393,false
394,true
395,false
396,真ギルガメッシュ討滅戦
397,false
398,false
399,false
400,false
401,false
402,false
403,false
404,false
405,false
406,false
407,false
408,false
409,false
410,false
411,false
412,false
413,false
414,false
415,false
416,false
417,false
418,false
419,false
420,false
421,false
422,false
423,false
424,false
425,false
426,true
427,false
428,false
429,false
430,false
431,false
432,true
433,false
434,false
435,false
436,true
437,true
438,false
439,false
440,false
441,false
442,false
443,false
444,false
445,true
446,true
447,true
448,true
449,false
450,false
451,false
452,true
453,false
454,false
455,false
456,false
457,false
458,false
459,false
460,false
461,false
462,false
463,false
464,false
465,false
466,false
467,false
468,false
469,false
470,false
471,false
472,false
473,false
474,false
475,false
476,false
477,false
478,false
479,false
480,false
481,false
482,false
483,false
484,false
485,false
486,false
487,false
488,false
489,false
490,false
491,false
492,false
493,false
494,false
495,false
496,false
497,false
498,false
