1,DummyData
128,False
129,False
130,False
131,False
132,False
133,False
134,False
135,False
136,False
137,False
138,False
139,False
140,False
141,False
142,True
143,True
144,False
145,False
146,False
147,False
148,False
149,False
150,True
151,True
152,False
153,False
154,False
155,False
156,False
157,True
158,True
159,True
160,True
161,True
162,True
163,True
164,True
166,True
167,True
168,True
169,True
170,True
171,True
172,True
174,True
175,False
176,False
177,False
178,False
179,False
180,False
181,False
182,False
183,False
184,False
186,False
188,True
189,True
190,True
191,True
192,True
193,True
194,True
195,True
196,True
198,False
202,True
204,False
205,False
206,True
207,True
208,True
210,False
212,False
214,True
215,True
216,True
217,True
219,True
220,True
221,True
222,True
223,True
224,True
225,True
226,True
227,True
228,True
229,True
230,True
231,True
232,True
233,True
234,True
235,True
236,True
237,True
238,True
239,True
240,True
241,True
242,True
243,True
244,True
245,True
246,True
247,True
248,True
249,True
250,False
251,True
252,True
253,True
254,True
255,True
256,True
257,True
258,True
259,True
260,True
261,True
262,True
263,True
264,True
265,True
266,True
267,True
268,True
269,True
270,True
271,True
272,True
273,True
274,True
275,True
276,False
277,True
278,True
279,True
280,True
281,True
282,False
283,False
284,False
285,True
286,True
287,True
288,True
289,True
290,True
291,True
292,True
293,True
294,True
295,True
296,True
297,True
298,True
299,True
300,True
301,True
302,True
303,True
304,True
305,True
306,True
307,True
308,True
309,True
310,True
311,True
312,True
313,True
314,True
315,True
316,True
317,True
318,True
319,True
320,True
321,True
322,True
323,True
324,True
325,True
326,True
327,True
328,True
329,True
330,True
331,True
332,True
333,True
334,True
335,True
336,False
337,False
338,True
339,False
340,False
341,False
342,False
343,False
344,False
345,False
346,False
347,False
348,True
349,True
350,True
351,False
352,False
353,True
354,True
355,True
356,True
357,True
358,True
359,True
360,True
361,True
362,True
363,True
364,True
365,True
366,True
367,True
368,True
369,True
370,True
371,True
372,True
373,True
374,True
375,True
376,False
377,True
378,True
379,True
380,True
381,True
382,True
383,True
384,False
385,False
386,False
387,True
388,False
389,False
390,False
391,False
392,False
393,False
394,True
395,False
396,True
397,False
398,False
399,False
400,False
401,False
402,False
403,True
404,True
405,True
406,True
407,True
408,True
409,True
410,True
411,True
412,True
413,True
414,True
415,True
416,True
417,False
418,False
419,False
420,True
421,True
422,False
423,False
424,False
425,False
426,True
427,False
428,False
429,False
430,博True
431,False
432,True
433,False
434,True
435,True
436,True
437,True
438,True
439,False
440,True
441,True
442,True
443,True
444,True
445,True
446,True
447,True
448,True
449,True
450,True
451,True
452,True
453,True
454,True
455,True
456,True
457,True
458,True
459,True
460,True
461,True
462,True
463,True
464,True
465,True
466,True
467,True
468,True
469,True
470,True
471,True
472,True
473,True
474,True
475,True
476,True
477,True
478,False
479,True
480,True
481,True
482,True
483,True
484,True
485,True
486,True
487,True
488,True
489,True
490,True
491,True
492,True
493,True
494,True
495,True
496,True
497,True
498,True
499,True
500,True
501,True
502,True
